Período;Período.Format.2;Região;Instituição;Localização Geográfica;Urgências Geral;Urgências Pediátricas;Urgência Obstetricia;Urgência Psiquiátrica;Total Urgências
2020-10;2020/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;52142;7520;2730;;62392
2020-10;2020/10/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;112280;22136;11872;;146288
2020-10;2020/10/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;61718;14472;4781;;80971
2020-10;2020/10/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;110241;18759;10790;;139790
2020-10;2020/10/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;81719;8646;4186;;94551
2020-11;2020/11/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;52746;4476;1259;;58481
2020-11;2020/11/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;88694;18479;5399;;112572
2020-11;2020/11/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;76589;16840;10916;;104345
2020-11;2020/11/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;64370;25798;10375;;100543
2020-11;2020/11/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;119855;20143;11662;;151660
2020-11;2020/11/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;101441;13884;5191;;120516
2020-11;2020/11/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;98179;20429;9411;;128019
2020-11;2020/11/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;112779;25311;11126;;149216
2020-11;2020/11/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;88449;9328;4578;;102355
2020-12;2020/12/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;67701;;;;67701
2020-12;2020/12/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;56745;4701;1337;;62783
2020-12;2020/12/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;38080;7117;2889;;48086
2020-12;2020/12/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;104638;17788;10198;;132624
2020-12;2020/12/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;42436;9829;;;52265
2020-12;2020/12/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;58282;9045;3848;;71175
2021-01;2021/01/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;7454;1263;443;;9160
2021-01;2021/01/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;10694;2527;1511;;14732
2021-01;2021/01/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;5673;1567;788;;8028
2021-01;2021/01/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;10263;1834;1090;;13187
2021-01;2021/01/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;10177;3160;759;;14096
2021-01;2021/01/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;4114;;;;4114
2021-01;2021/01/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;9265;1618;837;;11720
2021-01;2021/01/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;3327;263;;;3590
2021-01;2021/01/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;5747;;;;5747
2021-02;2021/02/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;7036;400;190;;7626
2021-02;2021/02/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;13006;1963;862;;15831
2021-02;2021/02/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;5773;868;;;6641
2021-02;2021/02/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;10702;1927;990;;13619
2021-02;2021/02/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;9065;2114;1001;;12180
2021-02;2021/02/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;18834;5066;1544;;25444
2021-02;2021/02/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;16940;2624;1647;;21211
2021-03;2021/03/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;15705;2412;1250;;19367
2021-03;2021/03/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;23110;3644;2179;;28933
2021-03;2021/03/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;15606;;;;15606
2021-04;2021/04/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;37011;5341;3625;;45977
2021-04;2021/04/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;23509;3277;2501;;29287
2021-04;2021/04/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;27933;1966;1478;;31377
2021-05;2021/05/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;35755;6440;5152;;47347
2021-05;2021/05/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;39700;18891;6630;2165;67386
2021-05;2021/05/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;32506;7602;3007;;43115
2021-05;2021/05/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;44293;8939;5844;;59076
2021-05;2021/05/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;33531;5274;1245;;40050
2021-05;2021/05/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;55303;11655;6155;;73113
2021-05;2021/05/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;44304;4724;2632;;51660
2021-06;2021/06/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;20973;5129;;;26102
2021-06;2021/06/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;29335;4719;1677;;35731
2021-06;2021/06/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;38490;10155;3691;;52336
2021-06;2021/06/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;36915;9868;5624;;52407
2021-06;2021/06/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;41523;10991;3703;;56217
2021-06;2021/06/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;70854;25477;5529;;101860
2021-06;2021/06/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;55195;6690;3242;;65127
2021-06;2021/06/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;39223;7537;4006;;50766
2021-06;2021/06/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;20077;2615;;;22692
2021-07;2021/07/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;33677;5761;2114;;41552
2021-07;2021/07/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;44464;12220;6840;;63524
2021-07;2021/07/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;50906;9470;1906;;62282
2021-07;2021/07/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;77298;10586;4167;0;92051
2021-07;2021/07/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;75516;13996;7145;;96657
2021-08;2021/08/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;41977;7263;2272;;51512
2021-08;2021/08/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;46833;;;;46833
2021-08;2021/08/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;51821;13789;7924;;73534
2021-08;2021/08/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;55674;20405;8434;;84513
2021-09;2021/09/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;45015;3581;1034;;49630
2021-09;2021/09/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;55146;18917;7426;;81489
2021-09;2021/09/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;69190;13185;2611;;84986
2021-09;2021/09/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;91661;12354;5277;;109292
2021-09;2021/09/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;61695;;;;61695
2021-10;2021/10/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;34703;7152;1133;;42988
2021-10;2021/10/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;67189;19788;10220;;97197
2021-10;2021/10/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;80372;24421;6514;;111307
2021-10;2021/10/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;59045;15832;5686;;80563
2021-10;2021/10/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;103551;15215;5850;;124616
2021-10;2021/10/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;71773;17098;7109;;95980
2021-10;2021/10/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;62050;;7711;;69761
2021-11;2021/11/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;106633;21868;9692;;138193
2021-11;2021/11/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;77926;24456;7631;;110013
2021-11;2021/11/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;67629;27038;9041;;103708
2021-11;2021/11/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;67381;30045;7102;;104528
2021-11;2021/11/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;143467;59433;11080;;213980
2021-11;2021/11/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;115117;17887;6463;;139467
2021-11;2021/11/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;109416;29764;9584;;148764
2021-11;2021/11/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;79719;20017;7929;;107665
2021-11;2021/11/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;41305;7780;;;49085
2021-11;2021/11/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;101015;11292;4682;;116989
2021-12;2021/12/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;67282;13378;3481;;84141
2021-12;2021/12/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;114577;65583;17849;5740;203749
2021-12;2021/12/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;75120;37903;10932;;123955
2021-12;2021/12/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;83340;28281;15262;;126883
2021-12;2021/12/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;60488;;;;60488
2021-12;2021/12/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;87626;22700;8662;;118988
2021-12;2021/12/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;111863;12230;4766;;128859
2022-01;2022/01/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;6131;1885;318;;8334
2022-01;2022/01/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;3890;1069;;;4959
2022-01;2022/01/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;7781;2112;736;;10629
2022-01;2022/01/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;8285;2359;687;;11331
2022-01;2022/01/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;11354;2558;1391;;15303
2022-01;2022/01/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;12697;5403;1092;;19192
2022-01;2022/01/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;13763;2113;629;;16505
2022-02;2022/02/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;12876;5883;1589;;20348
2022-02;2022/02/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;11988;5953;1256;;19197
2022-02;2022/02/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;12391;3628;1183;;17202
2022-02;2022/02/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;22526;5901;1981;;30408
2022-03;2022/03/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;16700;2258;566;0;19524
2022-03;2022/03/01;Região de Saúde LVT;Hospital de Loures, EPE;38.821455, -9.176296;23496;12775;3274;0;39545
2022-03;2022/03/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;19318;11173;2016;;32507
2022-03;2022/03/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;29505;;4885;;34390
2022-03;2022/03/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;41663;8037;2132;;51832
2022-03;2022/03/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;31164;9921;2391;;43476
2022-03;2022/03/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;20042;;2241;;22283
2022-03;2022/03/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;23974;;;;23974
2022-04;2022/04/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;25815;6789;1201;;33805
2022-04;2022/04/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;23164;4742;1232;;29138
2022-04;2022/04/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;28798;10538;2050;;41386
2022-04;2022/04/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;39879;;6664;;46543
2022-04;2022/04/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;49572;13340;4556;;67468
2022-04;2022/04/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;47722;14484;4284;;66490
2022-04;2022/04/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;26883;;2989;;29872
2022-04;2022/04/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;32465;;;;32465
2022-05;2022/05/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;19530;5834;1397;56;26817
2022-05;2022/05/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;53227;17874;2539;;73640
2022-05;2022/05/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;20252;5870;652;;26774
2022-05;2022/05/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;42537;16250;3946;;62733
2022-05;2022/05/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;46623;19617;3396;;69636
2022-05;2022/05/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;47140;13678;1700;;62518
2022-05;2022/05/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;37403;13657;2636;;53696
2022-05;2022/05/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;54812;18530;3678;;77020
2022-06;2022/06/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;53852;17107;7137;;78096
2022-06;2022/06/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;57020;16008;2031;;75059
2022-06;2022/06/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;43919;23098;8129;;75146
2022-06;2022/06/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;88587;17357;4269;;110213
2022-06;2022/06/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;25715;6929;;;32644
2022-07;2022/07/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;46394;10872;2138;;59404
2022-07;2022/07/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;158654;41357;11609;0;211620
2022-07;2022/07/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;65524;26413;4717;;96654
2022-07;2022/07/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;66682;18076;2327;;87085
2022-07;2022/07/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;51394;26585;9548;;87527
2022-07;2022/07/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;73430;;11911;;85341
2022-07;2022/07/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;89116;22748;8237;;120101
2022-07;2022/07/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;77554;25308;4916;;107778
2022-08;2022/08/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;187526;46880;13556;0;247962
2022-08;2022/08/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;90320;21119;7881;;119320
2022-08;2022/08/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;73381;21927;9991;;105299
2022-08;2022/08/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;90535;51858;13352;4426;160171
2022-08;2022/08/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;64279;22580;9562;;96421
2022-09;2022/09/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;211475;52079;15337;0;278891
2022-09;2022/09/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;82352;24334;11351;;118037
2022-09;2022/09/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;77528;26587;7451;;111566
2022-09;2022/09/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;62513;21306;5848;;89667
2022-09;2022/09/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;134235;24798;6802;;165835
2022-09;2022/09/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;63265;;7176;;70441
2022-10;2022/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;59276;6778;1967;;68021
2022-10;2022/10/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;45132;15516;;;60648
2022-10;2022/10/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;87061;30996;8304;;126361
2022-10;2022/10/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;74909;42508;10881;;128298
2022-10;2022/10/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;69807;25284;6556;;101647
2022-10;2022/10/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;61076;;;;61076
2022-11;2022/11/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;100526;32390;13984;;146900
2022-11;2022/11/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;49317;18198;;;67515
2022-11;2022/11/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;104713;45083;7646;;157442
2022-11;2022/11/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;74099;44101;7916;;126116
2022-11;2022/11/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;135512;27999;7277;;170788
2022-11;2022/11/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;92512;31979;9481;;133972
2022-11;2022/11/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;132576;41482;11843;;185901
2022-12;2022/12/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;182251;71261;22725;;276237
2022-12;2022/12/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;53798;19828;;;73626
2022-12;2022/12/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;114002;50088;8249;;172339
2022-12;2022/12/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;134256;46713;8154;;189123
2022-12;2022/12/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;52724;14296;;;67020
2022-12;2022/12/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;83767;;9520;;93287
2023-01;2023/01/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;4410;1534;;;5944
2023-01;2023/01/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;7809;;;;7809
2023-01;2023/01/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;6276;670;181;;7127
2023-01;2023/01/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;22013;5399;1629;0;29041
2023-01;2023/01/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;10428;2664;1024;;14116
2023-01;2023/01/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;4182;1557;;;5739
2023-01;2023/01/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;6616;1438;365;;8419
2023-01;2023/01/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;4523;1256;133;;5912
2023-01;2023/01/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;7811;2854;1126;;11791
2023-01;2023/01/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;6052;;;;6052
2023-01;2023/01/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;12414;3040;1191;;16645
2023-01;2023/01/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;8667;2924;837;;12428
2023-02;2023/02/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;12463;1403;363;;14229
2023-02;2023/02/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;42967;11117;3033;0;57117
2023-02;2023/02/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;28789;10906;3471;;43166
2023-02;2023/02/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;22259;6940;2830;;32029
2023-02;2023/02/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;12832;7812;1230;;21874
2023-03;2023/03/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;44202;17000;5305;;66507
2023-03;2023/03/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;27014;8983;3650;;39647
2023-03;2023/03/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;28326;10638;2311;;41275
